StartDate,EndDate,Progress,Duration (in seconds),Finished,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q3_9_TEXT,Q4,Q4_5_TEXT,Q5,Q5_6_TEXT,Q5_7_TEXT,Q6,Q7,Q7_9_TEXT,Q8,Q9,Q9_9_TEXT,Q10,Q11,Q11_6_TEXT,Q12,Q12_6_TEXT,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28
4/21/25 12:19,4/21/25 12:23,100,200,TRUE,,,,,42.3253,-71.0951,anonymous,EN,25 - 34,Female,Computer Science/IT,,Graduate student,,Within Boston city limits,,,Intermediate knowledge,"ChatGPT,Claude,GitHub Copilot,AI music generation tools,AI video generation tools",,Extensively (multiple times daily),"Academic research,Writing assistance,Programming/coding,Creative projects,Personal organization,Professional work,Learning new topics",,Very interested,"Academic requirements,Career advancement,Personal interest,Staying current with technology",,"Cost,Time constraints",,Hybrid (mix of online and in-person),2 hours,"Weekday mornings,Weekday afternoons,Weekday evenings",Unsure,3-Feb,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,
4/14/25 21:34,4/14/25 21:36,62,128,FALSE,,,,,43.7064,-79.5164,anonymous,EN,25 - 34,Female,Engineering,,Graduate student,,International,,,Advanced knowledge,"ChatGPT,Claude,Stable Diffusion,GitHub Copilot",,Regularly (daily),"Academic research,Writing assistance,Programming/coding,Creative projects,Learning new topics",,Extremely interested,"Academic requirements,Career advancement,Personal interest,Staying current with technology",,"Cost,Time constraints,Scheduling conflicts",,Online only,1.5 hours,"Weekday evenings,Weekend mornings","Yes, definitely",5-Apr,,,,,,,,,,,
4/15/25 4:07,4/15/25 4:07,3,9,FALSE,,,,,42.2904,-71.0712,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/15/25 13:33,4/15/25 13:33,3,3,FALSE,,,,,42.2904,-71.0712,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/15/25 14:26,4/15/25 14:33,3,417,FALSE,,,,,42.2904,-71.0712,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/13/25 22:58,4/15/25 16:24,62,149152,FALSE,,,,,42.2904,-71.0712,anonymous,EN,18 - 24,Male,"Computer Science/IT,Engineering",,Graduate student,,On campus,,,Advanced knowledge,"ChatGPT,Claude,DALL-E,Stable Diffusion",,Extensively (multiple times daily),"Academic research,Programming/coding,Creative projects,Professional work,Learning new topics",,Extremely interested,"Personal interest,Staying current with technology",,"Cost,Time constraints,Lack of prerequisites",,Hybrid (mix of online and in-person),2 hours,"Weekday mornings,Weekday afternoons,Weekday evenings,Weekend mornings,Weekend afternoons","Yes, definitely",6 or more,,,,,,,,,,,
4/15/25 17:05,4/15/25 17:06,21,45,FALSE,,,,,42.2904,-71.0712,anonymous,EN,18 - 24,Female,"Computer Science/IT,Engineering",,Graduate student,,Within Boston city limits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/15/25 20:22,4/15/25 20:23,3,19,FALSE,,,,,42.2743,-71.0972,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/11/25 15:20,4/15/25 21:44,3,368619,FALSE,,,,,42.2904,-71.0712,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/25 22:08,4/23/25 22:10,100,120,TRUE,,,,,42.3513,-71.137,anonymous,EN,25 - 34,Female,"Computer Science/IT,Health Sciences",,Graduate student,,Within Boston city limits,,,Intermediate knowledge,"ChatGPT,Claude,Midjourney",,Occasionally (few times a week),"Academic research,Programming/coding,Personal organization,Professional work",,Very interested,"Academic requirements,Career advancement,Personal interest,Staying current with technology,Specific project needs",,"Cost,Time constraints,Location/transportation,Lack of prerequisites,Scheduling conflicts",,Online only,1.5 hours,"Weekday afternoons,Weekday evenings,Weekend mornings,Weekend afternoons","Yes, definitely",6 or more,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,
4/23/25 22:07,4/23/25 22:11,100,243,TRUE,,,,,42.3253,-71.0951,anonymous,EN,25 - 34,Female,Computer Science/IT,,Graduate student,,International,,,Intermediate knowledge,"ChatGPT,Claude,DALL-E,GitHub Copilot,AI video generation tools",,Regularly (daily),"Academic research,Writing assistance,Programming/coding,Creative projects,Professional work,Learning new topics",,Extremely interested,"Career advancement,Personal interest,Staying current with technology,Specific project needs",,Cost,,Online only,2 hours,"Weekday mornings,Weekday afternoons","Yes, definitely",6 or more,Slightly interested,Extremely interested,Slightly interested,Very interested,Slightly interested,Moderately interested,Slightly interested,Slightly interested,Extremely interested,Extremely interested,Hugging Face
4/23/25 22:35,4/23/25 22:37,100,131,TRUE,,,,,42.428,-71.0618,anonymous,EN,25 - 34,Male,Engineering,,Graduate student,,Within Boston city limits,,,Expert,"ChatGPT,Claude,GitHub Copilot",,Extensively (multiple times daily),"Academic research,Writing assistance,Programming/coding,Creative projects,Professional work,Learning new topics",,Extremely interested,"Academic requirements,Career advancement,Personal interest,Staying current with technology,Specific project needs",,Cost,,Online only,2.5+ hours,"Weekday mornings,Weekday afternoons,Weekday evenings","Yes, definitely",6 or more,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,
4/23/25 22:43,4/23/25 22:45,100,150,TRUE,,,,,42.3687,-71.0863,anonymous,EN,25 - 34,Male,Computer Science/IT,,Graduate student,,On campus,,,Intermediate knowledge,"ChatGPT,Claude,GitHub Copilot",,Regularly (daily),"Writing assistance,Programming/coding,Creative projects,Learning new topics",,Extremely interested,"Academic requirements,Career advancement,Personal interest,Staying current with technology,Specific project needs",,,,No preference,1 hour,"Weekday afternoons,Weekday evenings,Weekend afternoons","Yes, definitely",3-Feb,Extremely interested,Extremely interested,Moderately interested,Moderately interested,Moderately interested,Not interested,Slightly interested,Slightly interested,Extremely interested,Extremely interested,
4/23/25 22:47,4/23/25 22:51,100,238,TRUE,,,,,49.2732,-123.0124,anonymous,EN,25 - 34,Female,"Computer Science/IT,Engineering",,Graduate student,,International,,Vancouver,Intermediate knowledge,"ChatGPT,Claude,DALL-E,GitHub Copilot",,Extensively (multiple times daily),"Writing assistance,Programming/coding",,Extremely interested,"Academic requirements,Career advancement,Personal interest,Staying current with technology",,Cost,,Hybrid (mix of online and in-person),1 hour,"Weekday evenings,Weekend mornings,Weekend afternoons","Yes, definitely",6 or more,Very interested,Very interested,Very interested,Moderately interested,Extremely interested,Very interested,Very interested,Very interested,Extremely interested,Extremely interested,
4/24/25 0:40,4/24/25 0:42,100,127,TRUE,,,,,42.2904,-71.0712,anonymous,EN,25 - 34,Female,"Computer Science/IT,Engineering",,Graduate student,,On campus,,,Intermediate knowledge,"ChatGPT,Claude,Midjourney,DALL-E,GitHub Copilot,AI music generation tools",,Regularly (daily),"Academic research,Writing assistance,Programming/coding,Creative projects,Professional work",,Extremely interested,"Academic requirements,Career advancement,Personal interest,Staying current with technology",,"Cost,Lack of prerequisites,Scheduling conflicts",,Hybrid (mix of online and in-person),2 hours,"Weekend mornings,Weekend afternoons","Yes, definitely",6 or more,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,NLP
4/23/25 22:13,4/24/25 1:31,100,11873,TRUE,,,,,49.2643,-123.0961,anonymous,EN,25 - 34,Male,Engineering,,Graduate student,,On campus,,,Some experience,"ChatGPT,Claude,DALL-E,GitHub Copilot,AI video generation tools",,Extensively (multiple times daily),"Academic research,Writing assistance,Programming/coding,Creative projects,Personal organization,Professional work,Learning new topics",,Extremely interested,"Academic requirements,Career advancement,Personal interest,Staying current with technology,Specific project needs",,Lack of prerequisites,,In-person only,1.5 hours,"Weekday evenings,Weekend mornings","Yes, definitely",6 or more,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,
4/24/25 6:17,4/24/25 6:22,100,274,TRUE,,,,,42.3464,-71.0975,anonymous,EN,25 - 34,Female,Computer Science/IT,,Graduate student,,Within Boston city limits,,,Basic awareness,"ChatGPT,Claude,GitHub Copilot",,Regularly (daily),"Academic research,Writing assistance,Programming/coding,Creative projects,Personal organization",,Very interested,"Career advancement,Staying current with technology",,Cost,,Online only,1.5 hours,"Weekday evenings,Weekend afternoons","Yes, definitely",6 or more,Very interested,Very interested,Very interested,Moderately interested,Very interested,Moderately interested,Slightly interested,Slightly interested,Extremely interested,Extremely interested,
4/24/25 13:33,4/24/25 13:38,100,271,TRUE,,,,,42.3253,-71.0951,anonymous,EN,18 - 24,Female,Computer Science/IT,,Graduate student,,Within Boston city limits,,,Basic awareness,"ChatGPT,Claude",,Regularly (daily),"Academic research,Programming/coding,Creative projects,Personal organization,Learning new topics",,Extremely interested,Staying current with technology,,,,In-person only,2 hours,Weekday afternoons,"Yes, definitely",6 or more,Extremely interested,Extremely interested,Very interested,Very interested,Very interested,Very interested,Moderately interested,Extremely interested,Very interested,Very interested,
4/24/25 13:37,4/24/25 13:46,100,571,TRUE,,,,,42.3253,-71.0951,anonymous,EN,18 - 24,Male,"Computer Science/IT,Business/Management",,Graduate student,,Within Boston city limits,,,Advanced knowledge,"ChatGPT,Claude,DALL-E,GitHub Copilot,AI music generation tools,AI video generation tools",,Extensively (multiple times daily),"Academic research,Writing assistance,Programming/coding,Creative projects,Personal organization,Professional work,Learning new topics",,Extremely interested,"Academic requirements,Career advancement,Staying current with technology,Specific project needs",,"Cost,Scheduling conflicts",,In-person only,2 hours,Weekday afternoons,"Yes, definitely",3-Feb,Very interested,Extremely interested,Very interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Very interested,AI in Financial analysis and future predictions help
4/24/25 16:31,4/24/25 16:35,100,217,TRUE,,,,,37.423,-122.1639,anonymous,EN,25 - 34,Female,"Computer Science/IT,Engineering,Business/Management",,Graduate student,,Other U.S. location,San Jose,,Some experience,"ChatGPT,Claude,Midjourney,Stable Diffusion,GitHub Copilot,AI music generation tools",,Regularly (daily),"Academic research,Creative projects",,Extremely interested,"Academic requirements,Career advancement,Personal interest",,"Time constraints,Location/transportation,Scheduling conflicts",,Online only,1.5 hours,Weekday afternoons,"Yes, definitely",5-Apr,Extremely interested,Extremely interested,Very interested,Moderately interested,Extremely interested,Slightly interested,Slightly interested,Moderately interested,Extremely interested,Moderately interested,
4/24/25 17:49,4/24/25 17:52,100,173,TRUE,,,,,42.2904,-71.0712,anonymous,EN,18 - 24,Male,Computer Science/IT,,Graduate student,,Within Boston city limits,,,Some experience,"ChatGPT,Claude,GitHub Copilot",,Extensively (multiple times daily),"Academic research,Writing assistance,Programming/coding,Creative projects,Personal organization,Professional work,Learning new topics",,Extremely interested,"Academic requirements,Career advancement,Personal interest,Staying current with technology,Specific project needs",,"Cost,Lack of prerequisites",,Hybrid (mix of online and in-person),2 hours,"Weekday mornings,Weekday afternoons,Weekend mornings,Weekend afternoons","Yes, definitely",6 or more,Extremely interested,Extremely interested,Moderately interested,Moderately interested,Extremely interested,Extremely interested,Very interested,Very interested,Extremely interested,Extremely interested,
4/24/25 20:39,4/24/25 20:41,100,78,TRUE,,,,,42.2904,-71.0712,anonymous,EN,18 - 24,Female,Computer Science/IT,,,,Greater Boston area (within 20 miles),,,Some experience,"ChatGPT,Claude,Midjourney,DALL-E,Stable Diffusion,GitHub Copilot,AI music generation tools",,Regularly (daily),"Academic research,Writing assistance,Programming/coding,Creative projects,Personal organization,Professional work,Learning new topics,I don't currently use AI",,Moderately interested,Specific project needs,,"Location/transportation,Lack of prerequisites",,Online only,2.5+ hours,Weekday mornings,"Yes, definitely",5-Apr,Extremely interested,,Extremely interested,,Extremely interested,,Moderately interested,Extremely interested,Very interested,Moderately interested,
4/25/25 0:49,4/25/25 0:51,100,134,TRUE,,,,,42.364,-71.0265,anonymous,EN,18 - 24,Male,"Computer Science/IT,Engineering",,Graduate student,,On campus,,,Some experience,"ChatGPT,Claude,Midjourney,DALL-E,AI music generation tools",,Extensively (multiple times daily),"Academic research,Writing assistance,Programming/coding,Creative projects,Professional work",,Extremely interested,"Career advancement,Personal interest,Staying current with technology,Specific project needs",,"Cost,Time constraints",,Hybrid (mix of online and in-person),1.5 hours,"Weekday mornings,Weekday afternoons","Yes, definitely",3-Feb,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,
4/25/25 8:19,4/25/25 8:23,100,273,TRUE,,,,,43.6922,-79.4309,anonymous,EN,25 - 34,Female,Computer Science/IT,,Graduate student,,International,,,Some experience,"ChatGPT,Claude,GitHub Copilot",,Regularly (daily),"Academic research,Writing assistance,Programming/coding,Creative projects,Personal organization,Learning new topics",,Extremely interested,"Career advancement,Personal interest",,"Cost,Location/transportation",,Online only,1.5 hours,Weekday mornings,"Yes, definitely",6 or more,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,
4/25/25 11:36,4/25/25 11:39,100,135,TRUE,,,,,42.3253,-71.0951,anonymous,EN,25 - 34,Male,"Computer Science/IT,Engineering",,Graduate student,,On campus,,,Intermediate knowledge,"ChatGPT,Claude,Midjourney,Stable Diffusion,AI music generation tools",,Regularly (daily),"Writing assistance,Programming/coding",,Extremely interested,"Personal interest,Staying current with technology,Specific project needs",,"Cost,Time constraints,Lack of prerequisites",,Hybrid (mix of online and in-person),2.5+ hours,"Weekday afternoons,Weekday evenings","Yes, definitely",6 or more,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,
4/24/25 6:58,4/25/25 12:22,100,105832,TRUE,,,,,41.8233,-71.441,anonymous,EN,25 - 34,Female,Humanities,,"Graduate student,Professional",,New England (outside Massachusetts),,,Intermediate knowledge,"ChatGPT,Claude,DALL-E,GitHub Copilot",,Regularly (daily),"Writing assistance,Programming/coding,Personal organization,Professional work",,Very interested,Career advancement,,"Location/transportation,Scheduling conflicts",,Hybrid (mix of online and in-person),1 hour,Weekday evenings,Probably,3-Feb,Moderately interested,Very interested,Moderately interested,Very interested,Moderately interested,Not interested,Not interested,Not interested,Extremely interested,Extremely interested,"Applications and integrations with office suite, word processors, formatting"
4/18/25 21:28,4/18/25 21:38,3,612,FALSE,,,,,42.3388,-71.0726,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/27/25 9:47,4/27/25 9:55,100,451,TRUE,,,,,42.3252,-71.0951,anonymous,EN,18 - 24,Male,"Computer Science/IT,Engineering",,Graduate student,,On campus,,,Basic awareness,"ChatGPT,Claude,DALL-E,GitHub Copilot",,Regularly (daily),"Academic research,Writing assistance,Programming/coding,Learning new topics",,Extremely interested,"Career advancement,Personal interest,Staying current with technology",,"Cost,Lack of prerequisites",,No preference,1.5 hours,"Weekday afternoons,Weekday evenings","Yes, definitely", Unsure,Very interested,Very interested,Very interested,Very interested,Very interested,Extremely interested,Very interested,Extremely interested,Extremely interested,Extremely interested,
4/28/25 11:19,4/28/25 15:24,100,14733,TRUE,,,,,42.364,-71.0265,anonymous,EN,25 - 34,Female,Computer Science/IT,,Graduate student,,On campus,,,Basic awareness,ChatGPT,,Occasionally (few times a week),Creative projects,,Very interested,"Academic requirements,Career advancement,Personal interest",,"Time constraints,Location/transportation",,Online only,1.5 hours,"Weekday afternoons,Weekday evenings","Yes, definitely",6 or more,Very interested,Very interested,Extremely interested,Slightly interested,Extremely interested,Slightly interested,Slightly interested,Slightly interested,Very interested,Very interested,
4/29/25 6:53,4/29/25 6:55,100,123,TRUE,,,,,42.3253,-71.0951,anonymous,EN,25 - 34,Male,Computer Science/IT,,Graduate student,,Within Boston city limits,,,Some experience,"ChatGPT,Claude,DALL-E,GitHub Copilot",,Regularly (daily),"Academic research,Writing assistance,Programming/coding,Personal organization,Professional work,Learning new topics",,Extremely interested,"Career advancement,Personal interest,Staying current with technology",,,,In-person only,2 hours,"Weekday evenings,Weekend afternoons","Yes, definitely",6 or more,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,
4/29/25 15:42,4/29/25 15:45,100,163,TRUE,,,,,42.3253,-71.0951,anonymous,EN,18 - 24,Male,"Computer Science/IT,Engineering,Business/Management",,Graduate student,,On campus,,,Some experience,"ChatGPT,Claude,GitHub Copilot,AI music generation tools",,Occasionally (few times a week),"Academic research,Writing assistance,Creative projects,Personal organization,Professional work,Learning new topics",,Very interested,"Career advancement,Personal interest",,,,In-person only,2 hours,"Weekday mornings,Weekday afternoons,Weekday evenings","Yes, definitely",5-Apr,Very interested,Moderately interested,Very interested,Very interested,Very interested,Very interested,Very interested,Moderately interested,Moderately interested,Very interested,
